Plot,NE,Species,Leaf count,Leaf size,LAI,Percent cover,,,,,,,,,,,,A,NE
26,NE,TRIBOR,21,4,84,A,,,,,,,,,,,,,
26,NE,ACESAC,18,2,36,A,,,,,,,,,,,,,
26,NE,DRYCAM,1,170,170,A,,,,,,,,,,,,,
26,NE,PRUSER,12,4,48,A,,,,,,,,,,,,,
26,NE,DIPDIG,3,20,60,A,,,,,,,,,,,,,
26,NE,DENDEN,1,5,5,A,,,,,,,,,,,,,
26,SE,PRUSER,19,3,57,A,,,,,,,,,,,,,
26,SE,UVUSES,22,4,88,A,,,,,,,,,,,,,
26,SE,ACERUB,18,1,18,A,,,,,,,,,,,,,
26,SE,MIACAN,3,5,15,A,,,,,,,,,,,,,
26,SE,DIPDIG,2,25,50,A,,,,,,,,,,,,,
26,SE,UNK019,4,10,40,A,,,,,,,,,,,,,
26,SE,TRIBOR,5,6,30,A,,,,,,,,,,,,,
26,SE,DENDEN,5,30,150,A,,,,,,,,,,,,,
26,SW,PRUSER,42,3,126,A,,,,,,,,,,,,,
26,SW,VIBLAT,12,110,1320,B,,,,,,,,,,,,,
26,SW,DRYINT,3,170,510,A,,,,,,,,,,,,,
26,SW,UVUSES,9,4,36,A,,,,,,,,,,,,,
26,SW,MIACAN,3,4,12,A,,,,,,,,,,,,,
26,SW,ACESAC,10,2,20,A,,,,,,,,,,,,,
26,NW,DENPUN,14,60,840,A,,,,,,,,,,,,,
26,NW,PRUSER,12,3,36,A,,,,,,,,,,,,,
26,NW,ACESAC,14,2,28,A,,,,,,,,,,,,,
26,NW,MIACAN,1,15,15,A,,,,,,,,,,,,,
26,NW,DENDEN,4,45,180,A,,,,,,,,,,,,,
26,NW,TRIBOR,10,3,30,A,,,,,,,,,,,,,
26,NW,FRAAME,5,10,50,A,,,,,,,,,,,,,
26,NW2,MIACAN,1,8,8,A,,,,,,,,,,,,,
26,NW2,PRUSER,111,3,333,A,,,,,,,,,,,,,
26,NW2,DENPUN,6,60,360,A,,,,,,,,,,,,,
26,NW2,DRYINT,2,20,40,A,,,,,,,,,,,,,
26,NW2,TRIBOR,10,3,30,A,,,,,,,,,,,,,
26,NW2,ACEPEN,2,3,6,A,,,,,,,,,,,,,
26,NW2,UVUSES,6,5,30,A,,,,,,,,,,,,,
26,NW2,STRAMP,2,4,8,A,,,,,,,,,,,,,
26,NW2,DENDEN,4,25,100,A,,,,,,,,,,,,,
29,NE,DRYINT,8,60,480,B,,,,,,,,,,,,,
29,NE,MEDVIR,50,10,500,A,,,,,,,,,,,,,
29,NE,HUPLUC,30,15,450,A,,,,,,,,,,,,,
29,NE,OXAMON,14,7,98,A,,,,,,,,,,,,,
29,NE,UVUSES,60,5,300,A,,,,,,,,,,,,,
29,NE,FAGGRA,10,20,200,A,,,,,,,,,,,,,
29,NE,ACESAC,10,2,20,A,,,,,,,,,,,,,
29,NE,ACEPEN,4,4,16,A,,,,,,,,,,,,,
29,SE,VIBLAN,20,110,2200,B,,,,,,,,,,,,,
29,SE,DRYINT,12,100,1200,B,,,,,,,,,,,,,
29,SE,MEDVIR,29,3,87,A,,,,,,,,,,,,,
29,SE,HUPLUC,17,10,170,A,,,,,,,,,,,,,
29,SE,ACEPEN,2,5,10,A,,,,,,,,,,,,,
29,SE,ACESAC,10,2,20,A,,,,,,,,,,,,,
29,SE,VIOBLA,2,4,8,A,,,,,,,,,,,,,
29,SE,BETALL,4,5,20,A,,,,,,,,,,,,,
29,SE,TRISPP,2,8,16,A,,,,,,,,,,,,,
29,SE,MIACAN,1,3,3,A,,,,,,,,,,,,,
29,SE,FAGGRA2,19,25,475,A,,,,,,,,,,,,,
29,SW,VIBLAN,9,90,810,A,,,,,,,,,,,,,
29,SW,ACESAC,31,2,62,A,,,,,,,,,,,,,
29,SW,DRYINT,9,160,1440,B,,,,,,,,,,,,,
29,SW,TRISPP,6,4,24,A,,,,,,,,,,,,,
29,SW,UVUSES,8,4,32,A,,,,,,,,,,,,,
29,SW,ACEPEN,2,4,8,A,,,,,,,,,,,,,
29,SW,FAGGRA2,158,20,3160,B,,,,,,,,,,,,,
29,SW2,ACEPEN,4,120,480,A,,,,,,,,,,,,,
29,SW2,VIBLAN,4,100,400,A,,,,,,,,,,,,,
29,SW2,DRYINT,3,100,300,A,,,,,,,,,,,,,
29,SW2,FRAAME,2,0.5,1,A,,,,,,,,,,,,,
29,SW2,ACESAC,62,2,124,A,,,,,,,,,,,,,
29,NW,ACESAC,54,3,162,A,,,,,,,,,,,,,
29,NW,VIBLAN,2,80,160,A,,,,,,,,,,,,,
29,NW,PRUSER,3,2,6,A,,,,,,,,,,,,,
29,NW,DRYINT,2,50,100,A,,,,,,,,,,,,,
29,NW,FAGGRA,3,10,30,A,,,,,,,,,,,,,
29,NW,FRAAME,2,1,2,A,,,,,,,,,,,,,
29,NW,BETALL,2,0.5,1,A,,,,,,,,,,,,,
50,NE,ACEPEN,35,130,4550,B,,,,,,,,,,,,,
50,NE,POLACR,1,80,80,A,,,,,,,,,,,,,
50,NE,ARITRI,6,4,24,A,,,,,,,,,,,,,
50,NE,TRIBOR,24,3,72,A,,,,,,,,,,,,,
50,NE,ACESPI,2,2,4,A,,,,,,,,,,,,,
50,NE,UNK021,3,15,45,A,,,,,,,,,,,,,
50,NE,BETALL,2,1.5,3,A,,,,,,,,,,,,,
50,NE,FRAAME,8,12,96,A,,,,,,,,,,,,,
50,NE,DRYINT,6,130,780,B,,,,,,,,,,,,,
50,SE,POLACR,38,150,5700,C,,,,,,,,,,,,,
50,SE,ACESPI,6,5,30,A,,,,,,,,,,,,,
50,SE,ACEPEN,5,4,20,A,,,,,,,,,,,,,
50,SE,ARITRI,15,3,45,A,,,,,,,,,,,,,
50,SE,CARARC,1,5,5,A,,,,,,,,,,,,,
50,SE,UNK022,20,15,300,A,,,,,,,,,,,,,
50,SE,TSUCAN,-1,-1,90,A,,,,,,,,,,,,,
50,SE,FRAAME,6,15,90,A,,,,,,,,,,,,,
50,SE,ACESAC,2,2,4,A,,,,,,,,,,,,,
50,SE,ACTSPP,3,3,9,A,,,,,,,,,,,,,
50,SW,ATHANG,31,135,4185,C,,,,,,,,,,,,,
50,SW,FRAAME,10,3,30,A,,,,,,,,,,,,,
50,SW,TIACOR,2,20,40,A,,,,,,,,,,,,,
50,SW,OXAMON,5,2,10,A,,,,,,,,,,,,,
50,SW,ACESPI,2,3,6,A,,,,,,,,,,,,,
50,SW,ACEPEN,4,2,8,A,,,,,,,,,,,,,
50,SW,PRUSER,10,4,40,A,,,,,,,,,,,,,
50,SW,UNK023,3,30,90,A,,,,,,,,,,,,,
50,SW,ARITRI,1,40,40,A,,,,,,,,,,,,,
50,NW2,DRYINT,10,140,1400,B,,,,,,,,,,,,,
50,NW2,FRAAME,21,30,630,A,,,,,,,,,,,,,
50,NW2,UNK021,20,6,120,A,,,,,,,,,,,,,
50,NW2,TRIBOR,9,3,27,A,,,,,,,,,,,,,
50,NW2,OXAMON,9,4,36,A,,,,,,,,,,,,,
50,NW2,ACESPI,4,5,20,A,,,,,,,,,,,,,
50,NW2,ACEPEN,6,115,690,A,,,,,,,,,,,,,
50,NW2,BETALL,2,0.5,1,A,,,,,,,,,,,,,
50,NW2,ATHANG,2,260,520,A,,,,,,,,,,,,,
50,NW2,PHECON,1,30,30,A,,,,,,,,,,,,,
50,NW,ATHANG,17,115,1955,B,,,,,,,,,,,,,
50,NW,OSMCLT,11,600,6600,D,,,,,,,,,,,,,
50,NW,ACESPI,4,3,12,A,,,,,,,,,,,,,
50,NW,TRIBOR,45,8,360,A,,,,,,,,,,,,,
50,NW,ACEPEN,2,8,16,A,,,,,,,,,,,,,
50,NW,FRAAME,18,12,216,A,,,,,,,,,,,,,
46,NE,ACEPEN,4,7,28,A,,,,,,,,,,,,,
46,NE,ACESAC,18,2,36,A,,,,,,,,,,,,,
46,NE,VIBLAN,9,90,810,A,,,,,,,,,,,,,
46,NE,DRYINT,2,100,200,A,,,,,,,,,,,,,
46,NE,CLIBOR,3,20,60,A,,,,,,,,,,,,,
46,NE,MIACAN,1,4,4,A,,,,,,,,,,,,,
46,NE,BETALL,1,0.5,0.5,A,,,,,,,,,,,,,
46,NE,OXAMON,5,3,15,A,,,,,,,,,,,,,
46,NE,UVUSES,2,2,4,A,,,,,,,,,,,,,
46,NE2,MIARAC,5,8,40,A,,,,,,,,,,,,,
46,NE2,TRISPP,3,50,150,A,,,,,,,,,,,,,
46,NE2,MIACAN,18,7,126,A,,,,,,,,,,,,,
46,NE2,ARANUD,21,12,252,A,,,,,,,,,,,,,
46,NE2,TRIBOR,18,4,72,A,,,,,,,,,,,,,
46,NE2,ACEPEN,4,3,12,A,,,,,,,,,,,,,
46,NE2,ACESAC,24,2,48,A,,,,,,,,,,,,,
46,NE2,CLIBOR,1,30,30,A,,,,,,,,,,,,,
46,NE2,FAGGRA2,9,35,315,A,,,,,,,,,,,,,
46,SE,ACEPEN,4,15,60,A,,,,,,,,,,,,,
46,SE,MIACAN,21,5,105,A,,,,,,,,,,,,,
46,SE,TRIBOR,19,7,133,A,,,,,,,,,,,,,
46,SE,CLIBOR,1,17,17,A,,,,,,,,,,,,,
46,SE,DRYINT,6,60,360,A,,,,,,,,,,,,,
46,SE,FRAAME,2,3,6,A,,,,,,,,,,,,,
46,SE,ACESAC,6,2,12,A,,,,,,,,,,,,,
46,SE,TRISPP,1,7,7,A,,,,,,,,,,,,,
46,SW,ACESPI,2,4,8,A,,,,,,,,,,,,,
46,SW,DRYINT,7,130,910,B,,,,,,,,,,,,,
46,SW,TRIBOR,15,6,90,A,,,,,,,,,,,,,
46,SW,AMESPP,6,4,24,A,,,,,,,,,,,,,
46,SW,PRUSER,2,3,6,A,,,,,,,,,,,,,
46,SW,CLIBOR,6,19,114,A,,,,,,,,,,,,,
46,SW,MEDVIR,9,15,135,A,,,,,,,,,,,,,
46,SW,MIACAN,29,7,203,A,,,,,,,,,,,,,
46,SW,FAGGRA2,62,40,2480,B,,,,,,,,,,,,,
46,SW,ACESAC,20,2,40,A,,,,,,,,,,,,,
46,SW,ACEPEN,5,3,15,A,,,,,,,,,,,,,
46,NW,STRLAN,16,15,240,A,,,,,,,,,,,,,
46,NW,ACEPEN,13,160,2080,B,,,,,,,,,,,,,
46,NW,OXAMON,54,5,270,A,,,,,,,,,,,,,
46,NW,UVUSES,1,2,2,A,,,,,,,,,,,,,
46,NW,MIACAN,11,7,77,A,,,,,,,,,,,,,
46,NW,CLIBOR,1,10,10,A,,,,,,,,,,,,,
46,NW,ACESAC,12,2,24,A,,,,,,,,,,,,,
46,NW,VIBLAN,6,60,360,A,,,,,,,,,,,,,
46,NW,BETALL,2,0.5,1,A,,,,,,,,,,,,,
46,NW,PICRUB2,-1,-1,10,A,,,,,,,,,,,,,
46,NW,ACESPI,3,1,3,A,,,,,,,,,,,,,
134,NE,ACESPI,5,8,40,A,,,,,,,,,,,,,
134,NE,VIBLAN,38,75,2850,B,,,,,,,,,,,,,
134,NE,OXAMON,28,4,112,A,,,,,,,,,,,,,
134,NE,BETALL,10,0.5,5,A,,,,,,,,,,,,,
134,NE,ACEPEN,3,170,510,A,,,,,,,,,,,,,
134,NE,DRYINT,6,80,480,A,,,,,,,,,,,,,
134,NE,ACERUB,4,3,12,A,,,,,,,,,,,,,
134,NE,HUPLUC,1,4,4,A,,,,,,,,,,,,,
134,SE,UVUSES,128,6,768,A,,,,,,,,,,,,,
134,SE,HUPLUC,83,10,830,A,,,,,,,,,,,,,
134,SE,FRAAME,5,3,15,A,,,,,,,,,,,,,
134,SE,FAGGRA,64,25,1600,B,,,,,,,,,,,,,
134,SE,CLIBOR,3,40,120,A,,,,,,,,,,,,,
134,SE,ACERUB,6,3,18,A,,,,,,,,,,,,,
134,SE,OXAMON,3,4,12,A,,,,,,,,,,,,,
134,SW,VIBLAN,70,110,7700,C,,,,,,,,,,,,,
134,SW,DRYINT,6,100,600,A,,,,,,,,,,,,,
134,SW,FRAAME,2,0.5,1,A,,,,,,,,,,,,,
134,NW,DRYINT,3,75,225,A,,,,,,,,,,,,,
134,NW,VIBLAN,11,100,1100,B,,,,,,,,,,,,,
134,NW,ACEPEN,18,150,2700,B,,,,,,,,,,,,,
134,NW,CLIBOR,10,25,250,A,,,,,,,,,,,,,
134,NW,OXAMON,35,4,140,A,,,,,,,,,,,,,
134,NW,TSUCAN,-1,-1,1150,B,,,,,,,,,,,,,
134,NW,FRAAME,2,0.5,1,A,,,,,,,,,,,,,
134,NW,FAGGRA,7,13,91,A,,,,,,,,,,,,,
134,NW,HUPLUC,3,10,30,A,,,,,,,,,,,,,
134,NW,LONCAN,3,10,30,A,,,,,,,,,,,,,
134,NW2,VIBLAN,154,110,16940,E,,,,,,,,,,,,,
134,NW2,DRYINT,5.5,145,797.5,A,,,,,,,,,,,,,
134,NW2,ACEPEN,12,150,1800,B,,,,,,,,,,,,,
134,NW2,FRAAME,2,0.5,1,A,,,,,,,,,,,,,
134,NW2,ARITRI,3,0.5,1.5,A,,,,,,,,,,,,,
118,NE,HUPLUC,15,10,150,A,,,,,,,,,,,,,
118,NE,ACERUB,172,2.5,430,A,,,,,,,,,,,,,
118,NE,SORAME,21,1,21,A,,,,,,,,,,,,,
118,NE,TRIERE,1,5,5,A,,,,,,,,,,,,,
118,NE,ACEPEN,2,4,8,A,,,,,,,,,,,,,
118,NE,ABIBAL,2,3,6,A,,,,,,,,,,,,,
118,SE,HUPLUCK,9,10,90,A,,,,,,,,,,,,,
118,SE,ACERUB,22,1,22,A,,,,,,,,,,,,,
118,SE,ACEPEN,2,1.5,3,A,,,,,,,,,,,,,
118,SE,ABIBAL,1,0.5,0.5,A,,,,,,,,,,,,,
118,SW2,VIBLAN,18,90,1620,B,,,,,,,,,,,,,
118,SW2,ARANUD,15,10,150,A,,,,,,,,,,,,,
118,SW2,DRYINT,3,170,510,A,,,,,,,,,,,,,
118,SW2,CLIBOR,3,40,120,A,,,,,,,,,,,,,
118,SW2,ACERUB,68,2,136,A,,,,,,,,,,,,,
118,SW2,ACEPEN,2,2,4,A,,,,,,,,,,,,,
118,SW2,HUPLUC,164,15,2460,B,,,,,,,,,,,,,
118,SW2,BETALL,4,0.5,2,A,,,,,,,,,,,,,
118,SW,ARANUD,14,10,140,A,,,,,,,,,,,,,
118,SW,VIBLAN,37,100,3700,B,,,,,,,,,,,,,
118,SW,HUPLUC,114,15,1710,A,,,,,,,,,,,,,
118,SW,DRYINT,6,50,300,A,,,,,,,,,,,,,
118,SW,ACERUB,32,2,64,A,,,,,,,,,,,,,
118,SW,ACEPEN,2,2,4,A,,,,,,,,,,,,,
118,SW,FAGGRA2,16,25,400,A,,,,,,,,,,,,,
118,NW,VIBLAN,10,75,750,A,,,,,,,,,,,,,
118,NW,HUPLUC,365,15,5475,B,,,,,,,,,,,,,
118,NW,ACERUB,12,2,24,A,,,,,,,,,,,,,
118,NW,ACEPEN,2,2,4,A,,,,,,,,,,,,,
136,NE,VIBLAN,66,120,7920,C,,,,,,,,,,,,,
136,NE,ACERUB,14,1.5,21,A,,,,,,,,,,,,,
136,NE,ABIBAL,1,0.5,0.5,A,,,,,,,,,,,,,
136,SE,VITLAN,38,100,3800,B,,,,,,,,,,,,,
136,SE,DRYINT,3,160,480,A,,,,,,,,,,,,,
136,SW,VIBLAN,2,200,400,A,,,,,,,,,,,,,
136,SW,CYPACA,2,25,50,A,,,,,,,,,,,,,
136,SW,ACERUB,36,2,72,A,,,,,,,,,,,,,
136,SW,BETALL,6,0.5,3,A,,,,,,,,,,,,,
136,NW,VIBLAN,16,95,1520,B,,,,,,,,,,,,,
136,NW,DRYINT,1,20,20,A,,,,,,,,,,,,,
136,NW,ACERUB,34,1.5,51,A,,,,,,,,,,,,,
136,NW2,OXAMON,3,5,15,A,,,,,,,,,,,,,
136,NW2,ACERUB,20,1.5,30,A,,,,,,,,,,,,,
112,NE2,FAGGRA,80,40,3200,B,,,,,,,,,,,,,
112,NE2,ARANUD,15,15,225,A,,,,,,,,,,,,,
112,NE2,MEDVIR,19,7,133,A,,,,,,,,,,,,,
112,NE2,ACEPEN,8,7,56,A,,,,,,,,,,,,,
112,NE2,ACESAC,24,6,144,A,,,,,,,,,,,,,
112,NE2,DRYINT,1,30,30,A,,,,,,,,,,,,,
112,NE2,PICRUB,-1,-1,140,A,,,,,,,,,,,,,
112,NE2,HUPLUC,4,5,20,A,,,,,,,,,,,,,
112,NE,ACEPEN,6,2,12,A,,,,,,,,,,,,,
112,NE,TRIUND,1,10,10,A,,,,,,,,,,,,,
112,NE,ACESAC,4,8,32,A,,,,,,,,,,,,,
112,NE,BETALL,5,1,5,A,,,,,,,,,,,,,
112,SE,ARANUD,8,8,64,A,,,,,,,,,,,,,
112,SE,FAGGRA,8,9,72,A,,,,,,,,,,,,,
112,SE,MEDVIR,17,7,119,A,,,,,,,,,,,,,
112,SE,DRYINT,3,140,420,A,,,,,,,,,,,,,
112,SE,ACEPEN,8,8,64,A,,,,,,,,,,,,,
112,SE,ACESAC,4,4,16,A,,,,,,,,,,,,,
112,SE,TRIUND,5,8,40,A,,,,,,,,,,,,,
112,SE,BETALL,2,0.5,1,A,,,,,,,,,,,,,
112,SW,FAGGRA,157,45,7065,B,,,,,,,,,,,,,
112,SW,HUPLUC,182,12,2184,B,,,,,,,,,,,,,
112,SW,DRYINT,2,130,260,A,,,,,,,,,,,,,
112,SW,ACEPEN,4,8,32,A,,,,,,,,,,,,,
112,NW,ACESAC,2,5,10,A,,,,,,,,,,,,,
112,NW,ACEPEN,6,5,30,A,,,,,,,,,,,,,
63,NE,DRYINT,4,150,600,B,,,,,,,,,,,,,
63,NE,ABIBAL,3,1,3,A,,,,,,,,,,,,,
63,NE,ACESAC,4,3,12,A,,,,,,,,,,,,,
63,NE,CLIBOR,5,50,250,A,,,,,,,,,,,,,
63,SE,DRYCAM,1,140,140,A,,,,,,,,,,,,,
63,SE,HUPLUC,46,10,460,A,,,,,,,,,,,,,
63,SE,OXAMON,10,5,50,A,,,,,,,,,,,,,
63,SE,CLIBOR,1,50,50,A,,,,,,,,,,,,,
63,SE,ABIBAL,1,0.5,0.5,A,,,,,,,,,,,,,
63,SE,ACEPEN,2,1.5,3,A,,,,,,,,,,,,,
63,SE,BETALL,1,0.5,0.5,A,,,,,,,,,,,,,
63,SE2,DRYINT,4,155,620,B,,,,,,,,,,,,,
63,SE2,ACEPEN,2,4,8,A,,,,,,,,,,,,,
63,SE2,FAGGRA,38,40,1520,B,,,,,,,,,,,,,
63,SW,DRYCAM,1.5,275,412.5,B,,,,,,,,,,,,,
63,SW,CLIBOR,6,110,660,B,,,,,,,,,,,,,
63,SW,MIACAN,126,20,2520,B,,,,,,,,,,,,,
63,SW,ARANUD,32,15,480,A,,,,,,,,,,,,,
63,SW,TRIERE,3,100,300,A,,,,,,,,,,,,,
63,SW,TRIUND,3,110,330,A,,,,,,,,,,,,,
63,SW,ACESAC,2,2,4,A,,,,,,,,,,,,,
63,SW,ACEPEN,2,3,6,A,,,,,,,,,,,,,
63,NW,CLIBOR,7,45,315,A,,,,,,,,,,,,,
63,NW,DRYINT,2.5,150,375,A,,,,,,,,,,,,,
63,NW,FAGGRA2,14,20,280,A,,,,,,,,,,,,,
72,NE2,VIBLAN,11,100,1100,B,,,,,,,,,,,,,
72,NE2,DRYINT,6,170,1020,B,,,,,,,,,,,,,
72,NE2,CLIBOR,7,35,245,A,,,,,,,,,,,,,
72,NE2,HUPLUC,13,15,195,A,,,,,,,,,,,,,
72,NE2,FAGGRA,50,55,2750,B,,,,,,,,,,,,,
72,NE2,MIACAN,2,10,20,A,,,,,,,,,,,,,
72,NE,FAGGRA,84,50,4200,B,,,,,,,,,,,,,
72,NE,DRYINT,13,250,3250,B,,,,,,,,,,,,,
72,NE,CLIBOR,6,40,240,A,,,,,,,,,,,,,
72,NE,ACESPI,2,30,60,A,,,,,,,,,,,,,
72,NE,HUPLUC,8,10,80,A,,,,,,,,,,,,,
72,NE,STRLAN,15,10,150,A,,,,,,,,,,,,,
72,NE,OXAMON,4,6,24,A,,,,,,,,,,,,,
72,SE,OXAMON,148,5,740,B,,,,,,,,,,,,,
72,SE,FAGGRA,8,8,64,A,,,,,,,,,,,,,
72,SE,FAGGRA2,73,45,3285,B,,,,,,,,,,,,,
72,SE,ACEPEN,6,7,42,A,,,,,,,,,,,,,
72,SE,CLIBOR,3,25,75,A,,,,,,,,,,,,,
72,SE,VIBLAN,4,45,180,A,,,,,,,,,,,,,
72,SE,DRYINT,2,140,280,A,,,,,,,,,,,,,
72,SW,DRYINT,8,145,1160,B,,,,,,,,,,,,,
72,SW,VIBLAN,44,85,3740,B,,,,,,,,,,,,,
72,SW,OXAMON,19,6,114,A,,,,,,,,,,,,,
72,SW,FAGGRA,39,35,1365,A,,,,,,,,,,,,,
72,SW,CLIBOR,2,60,120,A,,,,,,,,,,,,,
72,SW,HUPLUC,54,10,540,A,,,,,,,,,,,,,
72,SW,FAGGRA2,3,40,120,A,,,,,,,,,,,,,
72,NW,VIBLAN,31,100,3100,B,,,,,,,,,,,,,
72,NW,ACESPI,7,65,455,A,,,,,,,,,,,,,
72,NW,ACEPEN,2,4,8,A,,,,,,,,,,,,,
72,NW,DRYINT,1,150,150,A,,,,,,,,,,,,,
24,NE,ARITRI,36,10,360,A,,,,,,,,,,,,,
24,NE,OCLACU,47,10,470,A,,,,,,,,,,,,,
24,NE,ACESPI,117,55,6435,C,,,,,,,,,,,,,
24,NE,PHECON,4,30,120,A,,,,,,,,,,,,,
24,NE,BETALL,13,35,455,A,,,,,,,,,,,,,
24,NE,THAPUB,42,4,168,A,,,,,,,,,,,,,
24,NE,DRYINT,6,170,1020,B,,,,,,,,,,,,,
24,NE,CARINT,6,15,90,A,,,,,,,,,,,,,
24,NE,UNK024,-1,-1,15,A,,,,,,,,,,,,,
24,NE2,PHECON,15,20,300,A,,,,,,,,,,,,,
24,NE2,RUBPUB,4,15,60,A,,,,,,,,,,,,,
24,NE2,CLIBOR,3,150,450,A,,,,,,,,,,,,,
24,NE2,OXAMON,88,5,440,A,,,,,,,,,,,,,
24,NE2,VIBLAN,20,100,2000,B,,,,,,,,,,,,,
24,SE,PICRUB,-1,-1,800,B,,,,,,,,,,,,,
24,SE,DRYINT,29,165,4785,C,,,,,,,,,,,,,
24,SE,ACEPEN,6,4,24,A,,,,,,,,,,,,,
24,SW,VIBLAN,56,100,5600,C,,,,,,,,,,,,,
24,SW,STRLAN,30,13,390,A,,,,,,,,,,,,,
24,SW,DRYINT,26,180,4680,C,,,,,,,,,,,,,
24,SW,ACEPEN,2,0.5,1,A,,,,,,,,,,,,,
24,NW,OCLACU,76,15,1140,B,,,,,,,,,,,,,
24,NW,ACESPI2,64,80,5120,B,,,,,,,,,,,,,
24,NW,VIOBLA,94,10,940,B,,,,,,,,,,,,,
24,NW,BETALL,25,25,625,A,,,,,,,,,,,,,
24,NW,RUBPUB,24,6,144,A,,,,,,,,,,,,,
24,NW,PHECON,29,20,580,A,,,,,,,,,,,,,
24,NW,CLIBOR,29,70,2030,B,,,,,,,,,,,,,
24,NW,TRIERE,3,200,600,A,,,,,,,,,,,,,
24,NW,ACTRUB,44,17,748,A,,,,,,,,,,,,,
24,NW,MIACAN,7,20,140,A,,,,,,,,,,,,,
24,NW,ACESPI,20,50,1000,B,,,,,,,,,,,,,
47,NE,CLIBOR,6,70,420,A,,,,,,,,,,,,,
47,NE,VIBLAN,64,100,6400,B,,,,,,,,,,,,,
47,NE,HUPLUC,52,10,520,A,,,,,,,,,,,,,
47,NE,DRYINT,8,175,1400,B,,,,,,,,,,,,,
47,NE,TRIUND,3,70,210,A,,,,,,,,,,,,,
47,NE,ACESAC,16,2,32,A,,,,,,,,,,,,,
47,NE,ACEPEN,2,3,6,A,,,,,,,,,,,,,
47,NE,FAGGRA,39,25,975,B,,,,,,,,,,,,,
47,NE,FAGGRA2,40,32,1280,B,,,,,,,,,,,,,
47,SE,CLIBOR,8,90,720,B,,,,,,,,,,,,,
47,SE,MEDVIR,41,15,615,A,,,,,,,,,,,,,
47,SE,HUPLUC,25,10,250,A,,,,,,,,,,,,,
47,SE,VIBLAN,16,95,1520,B,,,,,,,,,,,,,
47,SE,USUSES,49,6,294,A,,,,,,,,,,,,,
47,SE,ACEPEN,4,4,16,A,,,,,,,,,,,,,
47,SE,ACESAC,10,2,20,A,,,,,,,,,,,,,
47,SE,DRYINT,7,180,1260,B,,,,,,,,,,,,,
47,SE,ACESPI,2,3,6,A,,,,,,,,,,,,,
47,SW2,CLIBOR,5,45,225,A,,,,,,,,,,,,,
47,SW2,DRYINT,6,180,1080,B,,,,,,,,,,,,,
47,SW2,VIBLAN,8,80,640,A,,,,,,,,,,,,,
47,SW2,HUPLUC,9,10,90,A,,,,,,,,,,,,,
47,SW2,FAGGRA,88,25,2200,B,,,,,,,,,,,,,
47,SW2,ACEPEN,3,3,9,A,,,,,,,,,,,,,
47,SW2,ACERUB,16,1.5,24,A,,,,,,,,,,,,,
47,SW,VIBLAN,10,110,1100,B,,,,,,,,,,,,,
47,SW,DRYINT,12,185,2220,B,,,,,,,,,,,,,
47,SW,ACERUB,8,1.5,12,A,,,,,,,,,,,,,
47,SW,HUPLUC,11,10,110,A,,,,,,,,,,,,,
47,SW,ACESAC,2,2,4,A,,,,,,,,,,,,,
47,SW,ACEPEN,4,5,20,A,,,,,,,,,,,,,
47,NW,UVUSESS,31,4,124,A,,,,,,,,,,,,,
47,NW,HUPLUC,6,10,60,A,,,,,,,,,,,,,
47,NW,VIBLAN,111,95,10545,C,,,,,,,,,,,,,
47,NW,DRYINT,17,190,3230,C,,,,,,,,,,,,,
47,NW,ACERUB,12,1.5,18,A,,,,,,,,,,,,,
47,NW,MIACAN,2,8,16,A,,,,,,,,,,,,,
47,NW,OXAMON,1,1,1,A,,,,,,,,,,,,,
47,NW,ACEPEN,2,3,6,A,,,,,,,,,,,,,
413,NE,ACERUB,18,18,324,A,,,,,,,,,,,,,
413,NE,CHACAN,116,5,580,A,,,,,,,,,,,,,
413,NE,VACMYR,555,3,1665,B,,,,,,,,,,,,,
413,NE,OSMCIN,13,260,3380,A,,,,,,,,,,,,,
413,NE,ILEMUC,229,7,1603,A,,,,,,,,,,,,,
413,NE,PICRUB,-1,-1,4400,C,,,,,,,,,,,,,
413,NE,ABIBAL,-1,-1,7200,D,,,,,,,,,,,,,
413,NE,CARTRI,83,10,830,A,,,,,,,,,,,,,
413,NE,UNK027,18,1,18,A,,,,,,,,,,,,,
413,NE,COPTRI,3,1,3,A,,,,,,,,,,,,,
413,SE,VIBNUD,114,13,1482,B,,,,,,,,,,,,,
413,SE,ILEMUC,13,12,156,A,,,,,,,,,,,,,
413,SE,CHACAN,100,5,500,A,,,,,,,,,,,,,
413,SE,OSMCIN,18,400,7200,D,,,,,,,,,,,,,
413,SE,VACMYR,-1,-1,175,A,,,,,,,,,,,,,
413,SE,ACERUB,49,35,1715,B,,,,,,,,,,,,,
413,SE,AMESPP,11,5,55,A,,,,,,,,,,,,,
413,SE,CARTRI,610,7,4270,B,,,,,,,,,,,,,
413,SE,ABIBAL,-1,-1,1500,B,,,,,,,,,,,,,
413,SE,PICRUB,-1,-1,150,A,,,,,,,,,,,,,
413,SW,PICRUB,-1,-1,2530,B,,,,,,,,,,,,,
413,SW,CHACAN,108,5,540,A,,,,,,,,,,,,,
413,SW,ACERUB,25,15,375,A,,,,,,,,,,,,,
413,SW,VACMYR,-1,-1,2150,B,,,,,,,,,,,,,
413,SW,UNK027,85,1.5,127.5,A,,,,,,,,,,,,,
413,SW,ILEMUC,73,5,365,A,,,,,,,,,,,,,
413,SW,COPTRI,18,3,54,A,,,,,,,,,,,,,
